split,stem,sequence_bucket,objects,read_ok,ecc_ok,rgb_height,rgb_width,ir_height,ir_width,phase_dx_px,phase_dy_px,phase_response,ecc_dx_px,ecc_dy_px,ecc_shift_px,ecc_correlation,affine_ok,affine_correlation,affine_center_shift_px,affine_max_corner_shift_px,affine_scale_x,affine_scale_y,affine_rotation_deg
train,00904,train:00k,10,True,True,512,640,512,640,0.9157891238306206,-5.578108893466947,0.47971557527780534,0.8992243409156799,-5.702088356018066,5.77255714871079,0.7955119789434532,True,0.7732782961066111,6.304518567802962,8.245899544973136,0.9992569069989405,1.0035771441820072,0.09275482641711638
train,00995,train:00k,24,True,True,512,640,512,640,-1.026997151055241,3.3228428712805,0.186993127129972,0.05850596725940704,3.4876010417938232,3.488091738318578,0.5374282911107493,,,,,,,
train,01085,train:01k,13,True,True,512,640,512,640,0.31361707062939104,1.852317889257705,0.13561945902183653,-0.2884587347507477,-5.412164688110352,5.41984640491616,0.7829437977029932,,,,,,,
train,01176,train:01k,11,True,True,512,640,512,640,0.11964748907240619,0.17950962339810417,0.3978969550691545,0.01971907913684845,0.2414594292640686,0.24226328253066962,0.7734847606100209,,,,,,,
train,01266,train:01k,18,True,True,512,640,512,640,0.5113003129156368,0.008583044437017406,0.40013391794636843,0.21319489181041718,-0.036218900233507156,0.2162495563652796,0.7542226758830303,,,,,,,
train,01356,train:01k,5,True,True,512,640,512,640,0.5722686663612535,2.0493201186118313,0.18662103721871973,2.8506689071655273,1.6596882343292236,3.298617627651189,0.8236423640042055,,,,,,,
train,01447,train:01k,12,True,True,512,640,512,640,-2.8037101422710293,-5.533386622868136,0.24666125066578387,-2.7324771881103516,-3.1099066734313965,4.139800852818477,0.6178637189107713,,,,,,,
train,01537,train:01k,3,True,True,512,640,512,640,1.5603954540840164,-9.946638473427356,0.18915178338065744,1.687714695930481,-8.06291389465332,8.237655089129023,0.6517547095770109,,,,,,,
train,01628,train:01k,4,True,True,512,640,512,640,2.279409832938711,-3.668021954525102,0.1941985190846026,1.8198736906051636,7.501401424407959,7.719000167111452,0.6303063488113415,,,,,,,
train,01718,train:01k,27,True,True,512,640,512,640,0.5855816783130763,-1.5667482670962727,0.18328060714993627,0.43779000639915466,-1.7081965208053589,1.7634045036220432,0.26588710647864594,,,,,,,
train,01808,train:01k,5,True,True,512,640,512,640,0,0,0.2683298057410866,0.023363858461380005,0.8366295695304871,0.8369557374765835,0.7522063675226275,True,0.7464221437284102,0.5258384750806859,3.003635479554665,0.9973486153421701,1.0028062616376416,0.1911782949467493
train,01899,train:01k,38,True,True,512,640,512,640,5.2184969528371425,1.1671078053208532,0.21124384701251983,4.676051139831543,-0.03874890133738518,4.676211686790358,0.565160905414777,,,,,,,
train,01989,train:01k,4,True,True,512,640,512,640,-1.2386676161808623,-0.15189413140558372,0.3816027203109115,-1.2102532386779785,-0.3231170177459717,1.2526442068231451,0.6974042320912535,,,,,,,
train,02080,train:02k,3,True,True,512,640,512,640,0.8857393886304408,-2.7731688672848804,0.3132790688890964,0.37530532479286194,-2.5893096923828125,2.6163674760792777,0.7371706739780958,,,,,,,
train,02170,train:02k,12,True,True,512,640,512,640,0.47994605702325543,-0.11315881086579793,0.5981353485956789,0.3544559180736542,-0.21792301535606384,0.4160882580406665,0.850865270721065,,,,,,,
train,02260,train:02k,9,True,True,512,640,512,640,0.48475110772363905,-7.942488536018459,0.21710867923684418,-0.05930090323090553,-6.987603187561035,6.987854814171309,0.7572611424683962,,,,,,,
train,02351,train:02k,10,True,True,512,640,512,640,0.823080813840761,-4.670419478887766,0.35824639252386986,0.671212911605835,-4.878169059753418,4.924130395129879,0.7226091793809675,,,,,,,
train,02441,train:02k,10,True,True,512,640,512,640,0.7330975552733889,-3.3950008131176332,0.22186723677441478,0.516473650932312,-3.1710703372955322,3.212854200891001,0.7025106073599846,,,,,,,
train,02532,train:02k,20,True,True,512,640,512,640,-0.7539435867027464,0.41341643479526624,0.3151631748303771,-1.205604910850525,0.6050732731819153,1.3489243370130064,0.7269076477233366,,,,,,,
train,02622,train:02k,14,True,True,512,640,512,640,0.6805712236531463,-0.24417908942984923,0.4803998438641429,0.22029215097427368,0.02111325040459633,0.22130160668987328,0.8233644017408133,,,,,,,
train,02712,train:02k,1,True,True,512,640,512,640,-0.9879198789392376,0.9627441056336465,0.14885512203909457,-1.299512267112732,-0.38126397132873535,1.3542873949829966,0.28396568632373836,True,0.39967455305213173,0.7723362751554472,2.9375282748395635,1.0009485067584385,1.0046011035571167,-0.13011570390950328
train,02803,train:02k,11,True,True,512,640,512,640,-0.6654678172818649,-8.821095070087893,0.31609858721494677,-0.5124545693397522,-7.939284801483154,7.955806234738161,0.4938597536498707,,,,,,,
train,02893,train:02k,3,True,True,512,640,512,640,0.9845355587798394,-5.0976791085681725,0.28849934972822666,0.9373014569282532,-4.926040172576904,5.0144197872736305,0.8476848688233423,,,,,,,
train,02984,train:02k,40,True,True,512,640,512,640,0.40765227882542376,-2.7348373336790814,0.4009567336179316,0.34902477264404297,-2.5738370418548584,2.5973939651010576,0.7156361027632163,,,,,,,
train,03074,train:03k,24,True,True,512,640,512,640,-1.5103185880590786,1.8730317008322004,0.21447919523343445,-0.748399019241333,0.01205743569880724,0.7484961414443095,0.5875299882410709,,,,,,,
train,03164,train:03k,20,True,True,512,640,512,640,0.2136586595408403,-3.6146526347766326,0.330822181282565,-0.0846104845404625,-3.7440431118011475,3.744999032993172,0.7291503372772958,,,,,,,
train,03255,train:03k,19,True,True,512,640,512,640,-0.8935300472999188,-1.2330803825192334,0.5022647286765277,-0.955280601978302,-0.9512050747871399,1.3480920305442192,0.7522582813034779,,,,,,,
train,03345,train:03k,23,True,True,512,640,512,640,0.6647254543619852,-11.270693619773567,0.38161927200853824,0.20891141891479492,-10.360880851745605,10.362986828372492,0.7071481799919547,,,,,,,
train,03436,train:03k,7,True,True,512,640,512,640,0.34082433647074595,-0.1403185858919187,0.44613539408892394,0.3308124542236328,-0.18838240206241608,0.3806899122333936,0.6870954576469387,,,,,,,
train,03526,train:03k,8,True,True,512,640,512,640,0.6856448410761118,0.67959459234919,0.34097965946421027,0.849331259727478,0.4787033498287201,0.9749464015460043,0.7220237802320699,,,,,,,
train,03616,train:03k,2,True,True,512,640,512,640,0.11946449814189464,-1.1038081168444478,0.30077866548672316,0.34308886528015137,-0.3040420711040497,0.4584228948039811,0.7221710113248775,True,0.7185245003688759,0.8825524257927987,1.6554229773560694,0.9989527984726115,1.0025479867631817,0.027093458142934193
train,03707,train:03k,6,True,True,512,640,512,640,-0.13348637410587116,8.844889543989694,0.20460509234108032,-0.5661116242408752,8.307995796203613,8.327261045556188,0.772889869806409,,,,,,,
train,03797,train:03k,38,True,True,512,640,512,640,0.4120834541864724,-2.670555806181085,0.38137821522541343,0.7316854596138,-1.5812994241714478,1.7423752410704219,0.8037608091898811,,,,,,,
train,03888,train:03k,2,True,True,512,640,512,640,0.5542202539118648,-1.0722451671894646,0.46762270270846784,0.42882704734802246,-0.4127890169620514,0.5952204709699758,0.7691271876763033,,,,,,,
train,03978,train:03k,14,True,True,512,640,512,640,3.3403869427318114,-2.165911998797924,0.28385140709578993,1.6694977283477783,-2.1719796657562256,2.7394740979642274,0.7103062896280119,,,,,,,
train,04068,train:04k,16,True,True,512,640,512,640,7.0894417195953,-2.7399468541162832,0.2848817301914096,5.541832447052002,-2.529695987701416,6.091901891970276,0.7840112989647259,,,,,,,
train,04159,train:04k,28,True,True,512,640,512,640,0.8384847254314991,-0.5428553002226408,0.5012247275561095,0.7982869744300842,-0.3853265941143036,0.8864190192434203,0.787129133744548,,,,,,,
train,04249,train:04k,7,True,True,512,640,512,640,1.4565483805102986,-11.898091193338871,0.29423710121773183,0.23055365681648254,-12.151924133300781,12.154111038252422,0.5983021756921443,,,,,,,
train,04340,train:04k,7,True,True,512,640,512,640,0.10881734663354337,-1.1813207295051598,0.16567186452448368,0.7605602145195007,-0.7137179970741272,1.0429981875619214,0.7473935615959759,,,,,,,
train,04430,train:04k,11,True,True,512,640,512,640,1.1007324247946713,-4.321441119691315,0.35251225139945747,0.8823645710945129,-5.098907470703125,5.174690776376396,0.7739520567274011,,,,,,,
train,04520,train:04k,5,True,True,512,640,512,640,0.3641335146199367,-0.32256281813027954,0.44383960124105215,0.35495948791503906,-0.1038520559668541,0.36983981341852495,0.8445199769931323,True,0.8317367695298211,0.4542023014280886,3.106052024492282,0.9968529980322179,1.0062773881129978,0.08875988793672109
train,04611,train:04k,1,True,True,512,640,512,640,-5.104988586724971,-1.6926488873756398,0.4292645713314414,-4.881603240966797,-1.6121900081634521,5.140934431077643,0.8159788600684346,,,,,,,
train,04701,train:04k,2,True,True,512,640,512,640,9.329146110110116,0.04598751856062222,0.10455951844342053,7.896081447601318,-0.9649330377578735,7.954822310681136,0.805985495304642,,,,,,,
train,04792,train:04k,9,True,True,512,640,512,640,1.3367082137054354,-5.941886704182025,0.10919702723622322,1.2992839813232422,-2.8236608505249023,3.108247008027224,0.6662947080843867,,,,,,,
train,04882,train:04k,4,True,True,512,640,512,640,8.034717837989376,-0.5791673328869251,0.3346384362783283,7.906567573547363,-0.46366047859191895,7.920150998212013,0.7883450317833344,,,,,,,
train,04972,train:04k,6,True,True,512,640,512,640,-0.7024567398669319,1.6752292201617252,0.30174549780786036,0.08749596029520035,0.46991750597953796,0.47799372955511493,0.7905530132288827,,,,,,,
train,05063,train:05k,16,True,True,512,640,512,640,8.565214596237638,1.413755163284577,0.3501753032207489,8.746915817260742,1.4971061944961548,8.874111970887279,0.7598435848242454,,,,,,,
train,05153,train:05k,12,True,True,512,640,512,640,0.7684130397902891,-0.46588419881817345,0.4349762097001076,0.5314593315124512,-0.4739627242088318,0.7121022995266332,0.8203194385839552,,,,,,,
train,05244,train:05k,24,True,True,512,640,512,640,0.9128926527627641,-0.46889855359785315,0.3294400151818991,0.5853735208511353,-0.020636538043618202,0.5857371642776991,0.8392846996439247,,,,,,,
train,05334,train:05k,20,True,True,512,640,512,640,0.8676510203816861,-2.9514051529728818,0.49362669698894024,0.47748568654060364,-2.6021978855133057,2.6456429116986047,0.7884477712485499,,,,,,,
train,05424,train:05k,4,True,True,512,640,512,640,-0.012440340681507678,-3.4285082697895177,0.2712300753220916,0.22607986629009247,-2.9017741680145264,2.9105678875604575,0.8825756538380188,True,0.8085182733018126,2.514974996268288,4.29454206320638,0.9981872059642484,0.9993383834459739,0.2871816659928882
train,05515,train:05k,19,True,True,512,640,512,640,0.4193567559003668,0.14726837552854022,0.47618918484076855,-0.052999697625637054,0.03495338186621666,0.06348784806791392,0.8562219265807003,,,,,,,
train,05605,train:05k,11,True,True,512,640,512,640,5.126116447460902,-0.2582273153672645,0.12368009854108095,1.9431580305099487,-0.4099372625350952,1.9859284203490493,0.76434548716831,,,,,,,
train,05696,train:05k,13,True,True,512,640,512,640,-3.0989915540438915,-0.7993695926222699,0.6295315910130739,-2.753035068511963,-0.8243646025657654,2.8738091597077355,0.8354772945233943,,,,,,,
train,05786,train:05k,11,True,True,512,640,512,640,-0.11824291457025993,-6.510193224699435,0.3474912142381072,-0.27546370029449463,-6.545389652252197,6.551183553373395,0.82078221309049,,,,,,,
train,05876,train:05k,30,True,True,512,640,512,640,2.406011655222244,0.210422778409054,0.6429209370166064,2.0922536849975586,0.14434310793876648,2.097226839232057,0.8812444654861005,,,,,,,
train,05967,train:05k,11,True,True,512,640,512,640,1.1937844314869608,-5.210647578154351,0.40279272284242323,1.0959482192993164,-5.0196685791015625,5.137915447280623,0.8982436021506,,,,,,,
train,06057,train:06k,4,True,True,512,640,512,640,0.3910530231287339,-0.09666445274888247,0.47464982920791954,0.3643462061882019,0.0904540866613388,0.3754065792676957,0.8690592818668201,,,,,,,
train,06147,train:06k,22,True,True,512,640,512,640,0.6896681688281205,-0.13212155296969286,0.49527647872455416,0.2229354977607727,0.15992483496665955,0.2743650651977339,0.8628450349557505,,,,,,,
train,06238,train:06k,15,True,True,512,640,512,640,1.0489790217500286,-5.304193514217673,0.393072391115129,0.6718280911445618,-4.835339546203613,4.881788761420501,0.8260287282295232,,,,,,,
train,06328,train:06k,18,True,True,512,640,512,640,1.2431710405472245,1.4344677466688154,0.37288621938787403,0.7269260883331299,1.4622703790664673,1.6329899569178297,0.7495507404782139,True,0.764532097138545,1.1239913675378943,2.3083775560198276,1.0020145690259066,1.0013167410304138,0.1061662778511489
train,06419,train:06k,10,True,True,512,640,512,640,0.3337151177255464,-0.5510394964832699,0.3738114431500435,0.23415394127368927,-0.07179806381464005,0.2449143323318042,0.7724769606971136,,,,,,,
train,06509,train:06k,13,True,True,512,640,512,640,0.673182873794417,-0.2599099189609433,0.42139931200072167,0.3278120458126068,0.04671714827418327,0.33112419018054035,0.8470237672283772,,,,,,,
train,06599,train:06k,12,True,True,512,640,512,640,0.47389073621030775,-1.0338069015610358,0.5537417576648295,0.30369919538497925,-0.9131391048431396,0.9623181522091403,0.9001174114464051,,,,,,,
train,06690,train:06k,4,True,True,512,640,512,640,1.1421158400776221,-1.7136679329248636,0.3990596647374332,0.7879042029380798,-1.5400655269622803,1.7299118071003206,0.6795358574925979,,,,,,,
train,06780,train:06k,16,True,True,512,640,512,640,0.6355469019459292,0.3815049016550063,0.3362155846785754,0.25980842113494873,-0.787585437297821,0.8293318013534963,0.8318022883591297,,,,,,,
train,06871,train:06k,17,True,True,512,640,512,640,0.5455181353964917,-0.4043993173259537,0.39556980193592606,0.46601375937461853,-0.24685822427272797,0.5273592767910216,0.8069979162624457,,,,,,,
train,06961,train:06k,22,True,True,512,640,512,640,-1.440825733006136,-0.458676358844059,0.1956840367987752,-1.5154998302459717,0.5894834995269775,1.6261090159304021,0.7860754727124462,,,,,,,
train,07051,train:07k,2,True,True,512,640,512,640,0.8469237648881744,-0.2592530878072239,0.5276755895465612,0.8278107643127441,0.20004287362098694,0.8516383110209356,0.8799820254578534,,,,,,,
train,07142,train:07k,2,True,True,512,640,512,640,0.4513873925884013,-3.163831293642886,0.3627345704473555,0.3552328646183014,-2.624605655670166,2.648536432802227,0.8150602219399908,,,,,,,
train,07232,train:07k,13,True,True,512,640,512,640,0.21312726102598845,0.22411105274889564,0.2803811985999346,0.3870977759361267,0.04965081810951233,0.3902689993756097,0.6794962088797759,True,0.7443051635045127,0.6127042800476922,3.2411130053512958,0.999030427028951,1.0042155250872176,0.21063770832791315
train,07323,train:07k,4,True,True,512,640,512,640,0.3963325639404047,-3.162741251992088,0.3118363995105028,-0.023785969242453575,-1.612331509590149,1.61250695165945,0.8361788266574607,,,,,,,
train,07413,train:07k,7,True,True,512,640,512,640,0.016771042264110747,-1.4748796090966039,0.2160174472257495,-0.06327357143163681,-1.3902963399887085,1.3917354122920467,0.7302792931921535,,,,,,,
train,07503,train:07k,6,True,True,512,640,512,640,0.2704913981992263,2.9377792533801426,0.35086787478066983,0.1423744559288025,0.9161160588264465,0.9271133258349401,0.8172516525709868,,,,,,,
train,07594,train:07k,8,True,True,512,640,512,640,-1.3825536827657743,-2.3984556731228395,0.05464029870927334,0.47969958186149597,-0.8165510296821594,0.9470307666137826,0.7018286725723488,,,,,,,
train,07684,train:07k,7,True,True,512,640,512,640,1.13446547021249,-7.207825904651713,0.39676768649369476,0.902727484703064,-7.046702861785889,7.104290121746137,0.8538671344098742,,,,,,,
train,07775,train:07k,16,True,True,512,640,512,640,0.36625761979644267,-0.16737793385226496,0.5114777031354606,0.3620027005672455,-0.25246256589889526,0.4413426133948917,0.7919068277014899,,,,,,,
train,07865,train:07k,19,True,True,512,640,512,640,0.12741946544610983,0.3295168623758684,0.4761552819982171,0.20953306555747986,-0.1270066797733307,0.24502000381389377,0.8320121330772512,,,,,,,
train,07955,train:07k,19,True,True,512,640,512,640,0.6096851808013071,-0.6692106905226751,0.5081081689801067,0.2325773537158966,-0.3984127342700958,0.46132952679192707,0.8594925125933874,,,,,,,
train,08046,train:08k,11,True,True,512,640,512,640,-6.463713152990579,-0.6025228315152731,0.34698014287278056,-5.677374362945557,-0.2023928463459015,5.680980771071441,0.7826798632800517,,,,,,,
train,08136,train:08k,13,True,True,512,640,512,640,-0.07022027547816379,-0.06150645741269045,0.421821666136384,0.3235040605068207,-0.04411865025758743,0.3264985948897055,0.7230745078356537,True,0.7362763017652602,0.4656296463658594,2.6810766708490448,0.9980497066927438,0.9986248265328531,0.09394406199786236
train,08227,train:08k,26,True,True,512,640,512,640,0.5584121640470698,-1.9233386483295476,0.6189693998545408,0.44550609588623047,-1.9725326299667358,2.022216768241051,0.8830773837017114,,,,,,,
train,08317,train:08k,1,True,True,512,640,512,640,4.27966123235916,0.9222492334998833,0.25323546705767513,3.2038681507110596,1.3388683795928955,3.4723680198121873,0.8572681002031649,,,,,,,
train,08407,train:08k,21,True,True,512,640,512,640,8.746843773484443,-3.870722316534909,0.3541055083274841,5.914768218994141,-2.18904972076416,6.306855140591131,0.7913540376909868,,,,,,,
train,08498,train:08k,5,True,True,512,640,512,640,1.1651743297474013,-0.04018190607706629,0.5006870284676552,1.2881747484207153,0.40684518218040466,1.3508949569571203,0.7148178136878786,,,,,,,
train,08588,train:08k,16,True,True,512,640,512,640,0.3787283434480173,-0.6918120691552758,0.4477977811358869,0.6430268883705139,-0.05133171007037163,0.6450724948610148,0.7395937652027503,,,,,,,
train,08679,train:08k,7,True,True,512,640,512,640,0.22151144407825996,1.7545318579220464,0.5380459571257233,0.250639408826828,2.177234172821045,2.19161327714467,0.866956872041756,,,,,,,
train,08769,train:08k,7,True,True,512,640,512,640,-0.017926043375894096,0.16176509176909804,0.4901526069268584,0.7226333022117615,0.04516974091529846,0.7240436416127347,0.9153533722161434,,,,,,,
train,08859,train:08k,23,True,True,512,640,512,640,0.3177714877996891,0.5706920545444518,0.5755754802376032,0.22370097041130066,0.7980049252510071,0.8287665442619068,0.8843956846832884,,,,,,,
train,08950,train:08k,4,True,True,512,640,512,640,-8.15997599300158,-2.993956237822715,0.25411902538035064,-7.343879222869873,0.07413164526224136,7.34425336851399,0.8451240087116522,,,,,,,
train,09040,train:09k,19,True,True,512,640,512,640,5.913597787994604,-1.98995760378466,0.2649470209609717,5.38129997253418,-1.4386800527572632,5.570295296355302,0.7357408535864199,True,0.7601251092784748,4.795042445255427,7.202872655145244,1.000440616699861,1.0008046821937446,0.041115127649585505
train,09131,train:09k,5,True,True,512,640,512,640,0.12401197631999139,-1.2606930748806917,0.3863750072196126,0.17623910307884216,-0.6071942448616028,0.6322539619860731,0.8326339354053185,,,,,,,
train,09221,train:09k,12,True,True,512,640,512,640,2.2306021889460794,0.6259451421319682,0.5080305935814977,2.5848991870880127,0.5112113356590271,2.6349650542492125,0.8201298588961388,,,,,,,
train,09311,train:09k,2,True,True,512,640,512,640,-2.0235799201322493,-0.22614917194266582,0.281945836590603,-3.3939452171325684,0.3150816261768341,3.408539359909355,0.853644779765906,,,,,,,
train,09402,train:09k,14,True,True,512,640,512,640,0.2655769188111776,-0.13135704431545037,0.6593044335953891,0.31162533164024353,-0.14046983420848846,0.34182176882470783,0.8835338656569447,,,,,,,
train,09492,train:09k,5,True,True,512,640,512,640,0.6241842969428717,0.1790053049372773,0.6492125775665045,0.4954640865325928,-0.2647268772125244,0.5617517072179412,0.8987786017203656,,,,,,,
train,09583,train:09k,17,True,True,512,640,512,640,-4.38297806416341,-0.05121629014786322,0.5775378603488207,-4.536229610443115,-0.26835328340530396,4.544160270432295,0.9077969709878182,,,,,,,
train,09673,train:09k,5,True,True,512,640,512,640,8.301764893278346,-5.678015768663727,0.45318656247109174,7.508508205413818,-5.5185933113098145,9.3183994122596,0.7667956429145065,,,,,,,
train,09763,train:09k,5,True,True,512,640,512,640,4.2306131570006755,3.254895318352993,0.32345895282924175,0.7746165990829468,-0.7049241662025452,1.047353309858323,0.8480564293943604,,,,,,,
train,09854,train:09k,22,True,True,512,640,512,640,-0.9706728919038028,-2.0172661158518963,0.18361476892605424,0.390617311000824,-0.7379492521286011,0.834955676889903,0.5386818866087074,,,,,,,
train,09944,train:09k,17,True,True,512,640,512,640,0.284390588357212,-1.4731256246662383,0.43653660556301477,0.010898253880441189,-1.371311902999878,1.371355208269101,0.802101608290573,True,0.7480128547735738,1.6451039068885644,3.319977392031408,0.9957324092985032,1.00132687040236,0.0734022378848106
train,10035,train:10k,21,True,True,512,640,512,640,-9.928878374017586,-5.440871923122586,0.5860099999234081,-10.692537307739258,-5.377540111541748,11.968637839313056,0.8289394885730706,,,,,,,
train,10125,train:10k,12,True,True,512,640,512,640,-0.10714161664463973,-0.32445473421506676,0.53209123974666,-0.326844722032547,-0.47562721371650696,0.5771037330916,0.837585605126528,,,,,,,
train,10215,train:10k,4,True,True,512,640,512,640,0.11670471560665874,-3.103807284613538,0.3489091623108834,0.1467021256685257,-1.7352784872055054,1.741468616379259,0.8002161758394853,,,,,,,
train,10306,train:10k,15,True,True,512,640,512,640,1.1264226513266635,-4.023657350572307,0.14702300801873208,1.0749316215515137,-3.6559290885925293,3.8106817620772757,0.31568959798964424,,,,,,,
train,10396,train:10k,14,True,True,512,640,512,640,-0.29885101176051876,-3.5169022733395536,0.14387025479227306,0.17620499432086945,-2.7974045276641846,2.802948499601749,0.32906996927993415,,,,,,,
train,10487,train:10k,3,True,True,512,640,512,640,0.29245997801268686,-0.7267893193068744,0.33771243300288917,0.3560255467891693,-0.3665194809436798,0.5109703708413547,0.8209776274825932,,,,,,,
train,10577,train:10k,4,True,True,512,640,512,640,1.1818997008235215,-10.069845889672592,0.16052579851821064,0.30881205201148987,-7.593669891357422,7.5999465328629645,0.6015079539257829,,,,,,,
train,10667,train:10k,11,True,True,512,640,512,640,-2.0025661527278658,-10.244486311089304,0.1558600777760148,-2.402256488800049,-10.459405899047852,10.731729031196181,0.30988181796612524,,,,,,,
train,10758,train:10k,12,True,True,512,640,512,640,0,0,0.027598132845014334,-2.6890034675598145,10.850736618041992,11.178963494110983,0.21477100665989549,,,,,,,
train,10848,train:10k,7,True,True,512,640,512,640,-2.200034065523596,-0.9530861749793189,0.285952234454453,-3.6859662532806396,0.3683849275112152,3.704329180181097,0.6125747962352314,True,0.6752871584888913,4.3426737846889525,10.426123312518728,1.003775266321574,1.009747717999731,-0.31496949556480514
train,10939,train:10k,5,True,True,512,640,512,640,0,0,0.00945811914280057,-0.5528203248977661,-5.382450580596924,5.410765617192103,0.02029853110487811,,,,,,,
train,11029,train:11k,15,True,True,512,640,512,640,5.1456027350180875,-3.8095553400695508,0.65028093860019,5.122790813446045,-3.760979175567627,6.355151459830091,0.875531572837666,,,,,,,
train,11119,train:11k,29,True,True,512,640,512,640,0.7039018345828936,0.13547352177653238,0.19211924094706773,-0.2809692621231079,-1.508512020111084,1.534455030646916,0.48303154876355,,,,,,,
train,11210,train:11k,21,True,True,512,640,512,640,0.5299818304373503,-7.569227442840258,0.3011222888715565,0.6283397674560547,-7.626641273498535,7.652481164824784,0.7755194915306723,,,,,,,
train,11300,train:11k,5,True,True,512,640,512,640,-0.39000673459923973,0.0696399572597386,0.33399187298491595,-0.471561074256897,0.10938689857721329,0.48408195621677563,0.7489874065696068,,,,,,,
train,11391,train:11k,6,True,True,512,640,512,640,1.380440796119899,-3.8024710752652027,0.16775119523517787,0.007026237901300192,-3.414123773574829,3.4141310035363137,0.40386770429472096,,,,,,,
train,11481,train:11k,9,True,True,512,640,512,640,0.2612782384928778,-0.32374555589069587,0.3452634516172111,0.08728668838739395,-0.601457953453064,0.6077586986144963,0.5042022955660004,,,,,,,
train,11571,train:11k,16,True,True,512,640,512,640,0.07385632773548423,0.18584516451866762,0.2641145812347531,-0.29883792996406555,0.45473602414131165,0.5441405701076288,0.5832512201407845,,,,,,,
train,11662,train:11k,39,True,True,512,640,512,640,3.331303027530737,-0.3043499381784045,0.4662373582832515,2.842254638671875,-0.48708418011665344,2.8836890313575254,0.8175546527705905,,,,,,,
train,11752,train:11k,41,True,True,512,640,512,640,0,0,0.01179415782680735,0.7869265675544739,0.8405036926269531,1.1513904116513258,0.15906084056957565,True,0.09522431697990681,0.8238873670412675,5.288937550418043,1.0068572554538227,1.0072929298108557,-0.4754753987208357
train,11843,train:11k,8,True,True,512,640,512,640,-1.4098424687691136,-0.6682543726570316,0.5549619829282164,-1.5930694341659546,-0.6147480010986328,1.7075670783101315,0.8517671270544104,,,,,,,
train,11933,train:11k,5,True,True,512,640,512,640,0,0,0.02922860919497907,-4.469379425048828,-4.21994686126709,6.146812503807787,0.033295947777382755,,,,,,,
train,12023,train:12k,28,True,True,512,640,512,640,0.8884679120922101,-3.3021613621230586,0.21182960188016295,0.0783560648560524,-2.852454662322998,2.853530668051061,0.43130565433430207,,,,,,,
train,12114,train:12k,44,True,True,512,640,512,640,0.1846090049147051,0.2861535332593519,0.2343099232763052,0.3319152295589447,0.6256293654441833,0.7082230033818857,0.5172904799167981,,,,,,,
train,12204,train:12k,1,True,True,512,640,512,640,-3.2005468519207056,0.3470601837096581,0.33485953845083716,-3.0566024780273438,0.39959245920181274,3.0826113673529867,0.8187705080931393,,,,,,,
train,12294,train:12k,6,True,True,512,640,512,640,0.42651215479935445,-0.5155910390625422,0.5355732226045802,0.5929663777351379,-0.5337591171264648,0.7978144647973948,0.7933900139640028,,,,,,,
train,12385,train:12k,8,True,True,512,640,512,640,0.8432438009627958,0.4793736430158333,0.2055974128190428,0.10904098302125931,0.08319690078496933,0.13715560607742794,0.7005807949432334,,,,,,,
